Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,245,21,67,138,0.8132,0.9211,0.7853,0.8478
AKRA,253,32,61,125,0.8025,0.8877,0.8057,0.8447
APEX,416,0,23,32,0.9512,1.0,0.9476,0.9731
ARII,457,7,4,3,0.9766,0.9849,0.9913,0.9881
BULL,313,28,65,65,0.8025,0.9179,0.828,0.8707
BUMI,335,10,40,86,0.8938,0.971,0.8933,0.9306
DEWA,132,25,99,215,0.7367,0.8408,0.5714,0.6804
DOID,185,19,93,174,0.7622,0.9069,0.6655,0.7676
ELSA,36,22,161,252,0.6115,0.6207,0.1827,0.2824
ENRG,297,16,53,105,0.8535,0.9489,0.8486,0.8959
FIRE,470,0,1,0,0.9979,1.0,0.9979,0.9989
HRUM,350,22,34,65,0.8811,0.9409,0.9115,0.9259
INDY,378,12,26,55,0.9193,0.9692,0.9356,0.9521
ITMA,37,33,135,265,0.6426,0.5286,0.2151,0.3058
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,142,8,134,187,0.6985,0.9467,0.5145,0.6667
MBSS,317,4,40,110,0.9066,0.9875,0.888,0.9351
MEDC,140,36,105,190,0.7006,0.7955,0.5714,0.6651
PGAS,73,4,132,262,0.7113,0.9481,0.3561,0.5177
PTBA,191,24,107,149,0.7219,0.8884,0.6409,0.7446
RUIS,173,33,110,155,0.6964,0.8398,0.6113,0.7076
SOCI,140,44,132,155,0.6263,0.7609,0.5147,0.614
TCPI,347,14,41,69,0.8832,0.9612,0.8943,0.9266
TEBE,146,17,147,161,0.6518,0.8957,0.4983,0.6404
TPMA,278,21,96,76,0.7516,0.9298,0.7433,0.8262
WINS,208,26,93,144,0.7473,0.8889,0.691,0.7776
