Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,194,14,86,177,0.7877,0.9327,0.6929,0.7951
AKRA,134,50,104,183,0.673,0.7283,0.563,0.6351
APEX,405,0,27,39,0.9427,1.0,0.9375,0.9677
ARII,353,44,34,40,0.8344,0.8892,0.9121,0.9005
BULL,218,24,103,126,0.7304,0.9008,0.6791,0.7744
BUMI,139,18,111,203,0.7261,0.8854,0.556,0.683
DEWA,75,27,131,238,0.6645,0.7353,0.3641,0.487
DOID,137,21,110,203,0.7219,0.8671,0.5547,0.6765
ELSA,31,22,166,252,0.6008,0.5849,0.1574,0.248
ENRG,152,30,93,196,0.7389,0.8352,0.6204,0.7119
FIRE,468,0,2,1,0.9958,1.0,0.9957,0.9979
HRUM,205,20,88,158,0.7707,0.9111,0.6997,0.7915
INDY,340,19,36,76,0.8832,0.9471,0.9043,0.9252
ITMA,37,33,135,265,0.6426,0.5286,0.2151,0.3058
ITMG,455,9,3,4,0.9745,0.9806,0.9934,0.987
KKGI,183,14,120,154,0.7155,0.9289,0.604,0.732
MBSS,315,6,40,110,0.9023,0.9813,0.8873,0.932
MEDC,140,36,105,190,0.7006,0.7955,0.5714,0.6651
PGAS,50,3,139,279,0.6985,0.9434,0.2646,0.4132
PTBA,191,24,107,149,0.7219,0.8884,0.6409,0.7446
RUIS,147,22,124,178,0.69,0.8698,0.5424,0.6682
SOCI,127,42,135,167,0.6242,0.7515,0.4847,0.5893
TCPI,146,61,104,160,0.6497,0.7053,0.584,0.6389
TEBE,127,18,152,174,0.6391,0.8759,0.4552,0.5991
TPMA,278,21,96,76,0.7516,0.9298,0.7433,0.8262
WINS,227,26,89,129,0.7558,0.8972,0.7184,0.7979
