Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,115,19,107,230,0.7325,0.8582,0.518,0.6461
AKRA,76,35,132,228,0.6454,0.6847,0.3654,0.4765
APEX,233,5,84,149,0.811,0.979,0.735,0.8396
ARII,309,46,54,62,0.7877,0.8704,0.8512,0.8607
BULL,200,25,109,137,0.7155,0.8889,0.6472,0.7491
BUMI,139,18,111,203,0.7261,0.8854,0.556,0.683
DEWA,75,27,131,238,0.6645,0.7353,0.3641,0.487
DOID,119,22,117,213,0.7049,0.844,0.5042,0.6313
ELSA,47,22,155,247,0.6242,0.6812,0.2327,0.3469
ENRG,92,24,118,237,0.6985,0.7931,0.4381,0.5644
FIRE,238,0,104,129,0.7792,1.0,0.6959,0.8207
HRUM,169,22,100,180,0.741,0.8848,0.6283,0.7348
INDY,205,51,72,143,0.7389,0.8008,0.7401,0.7692
ITMA,26,8,144,292,0.6766,0.7647,0.1529,0.2549
ITMG,213,41,70,147,0.7643,0.8386,0.7527,0.7933
KKGI,179,15,121,156,0.7113,0.9227,0.5967,0.7247
MBSS,28,22,166,255,0.6008,0.56,0.1443,0.2295
MEDC,94,22,122,232,0.6936,0.8103,0.4352,0.5663
PGAS,50,3,139,279,0.6985,0.9434,0.2646,0.4132
PTBA,168,31,114,158,0.6921,0.8442,0.5957,0.6985
RUIS,125,26,129,191,0.6709,0.8278,0.4921,0.6173
SOCI,106,26,149,190,0.6285,0.803,0.4157,0.5478
TCPI,119,53,115,184,0.6433,0.6919,0.5085,0.5862
TEBE,122,22,153,174,0.6285,0.8472,0.4436,0.5823
TPMA,269,27,98,77,0.7346,0.9088,0.733,0.8115
WINS,195,18,100,158,0.7495,0.9155,0.661,0.7677
