Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,1006,3952,2479,49.1,18
Resistance,1521,3948,2734,40.44,21
Resistance,1645,4098,2872,40.89,29
Resistance,676,5439,3057,79.38,11
Resistance,953,6037,3495,84.74,14
Resistance,1497,6177,3837,78.0,21
Resistance,1511,6761,4136,87.49,15
Resistance,1791,7057,4424,87.77,9
Support,1385,1385,1385,0.0,1
Support,1272,2302,1787,17.18,5
Support,1217,2642,1929,23.75,11
Support,1464,2580,2022,18.59,10
Support,1452,2748,2100,21.6,4
Support,1685,2670,2178,16.41,9
Support,1766,2711,2239,15.74,7
Support,1506,3162,2334,27.6,7
