Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,434,10,9,18,0.9597,0.9775,0.9797,0.9786
AKRA,460,11,0,0,0.9766,0.9766,1.0,0.9882
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,467,3,1,0,0.9915,0.9936,0.9979,0.9957
BULL,438,6,8,19,0.9703,0.9865,0.9821,0.9843
BUMI,339,14,37,81,0.8917,0.9603,0.9016,0.93
DEWA,185,3,84,199,0.8153,0.984,0.6877,0.8096
DOID,235,9,77,150,0.8174,0.9631,0.7532,0.8453
ELSA,175,15,108,173,0.7389,0.9211,0.6184,0.74
ENRG,308,16,48,99,0.8641,0.9506,0.8652,0.9059
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,433,7,11,20,0.9618,0.9841,0.9752,0.9796
INDY,430,7,11,23,0.9618,0.984,0.9751,0.9795
ITMA,390,3,18,60,0.9554,0.9924,0.9559,0.9738
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,380,23,31,37,0.8854,0.9429,0.9246,0.9337
MBSS,454,8,3,6,0.9766,0.9827,0.9934,0.988
MEDC,448,23,0,0,0.9512,0.9512,1.0,0.975
PGAS,232,39,70,130,0.7686,0.8561,0.7682,0.8098
PTBA,434,9,13,15,0.9533,0.9797,0.9709,0.9753
RUIS,467,3,1,0,0.9915,0.9936,0.9979,0.9957
SOCI,422,16,14,19,0.9363,0.9635,0.9679,0.9657
TCPI,343,14,42,72,0.8811,0.9608,0.8909,0.9245
TEBE,361,14,37,59,0.8917,0.9627,0.907,0.934
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,456,11,2,2,0.9724,0.9764,0.9956,0.9859
