Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,882,1567,1225,11.41,15,1225.0,0.0166,1205.0,563.96,1
Resistance,815,1797,1306,16.35,16,1306.0,0.0838,1205.0,170.54,2
Resistance,1013,1513,1263,8.33,9,1263.0,0.0481,1205.0,154.82,3
Resistance,563,2213,1388,27.5,11,1388.0,0.1519,1205.0,67.96,4
Resistance,593,2417,1505,30.41,5,1505.0,0.249,1205.0,19.31,5
Support,175,2161,1168,33.1,29,1168.0,0.0307,1205.0,712.44,1
Support,-469,2440,986,48.48,30,986.0,0.1817,1205.0,156.46,2
Support,-848,1753,452,43.35,32,452.0,0.6249,1205.0,50.4,3
Support,-1805,3231,713,83.94,20,713.0,0.4083,1205.0,47.81,4
Support,-912,1583,335,41.58,33,335.0,0.722,1205.0,45.08,5
