Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,58,327,192,4.48,53,192.0,0.0492,183.0,895.57,1
Resistance,35,386,210,5.85,42,210.0,0.1475,183.0,266.6,2
Resistance,74,387,230,5.2,18,230.0,0.2568,183.0,67.46,3
Resistance,-20,516,248,8.94,8,248.0,0.3552,183.0,21.91,4
Resistance,-236,829,296,17.74,5,296.0,0.6175,183.0,7.97,5
Support,89,267,178,2.96,39,178.0,0.0273,183.0,1044.95,1
Support,-17,268,126,4.75,16,126.0,0.3115,183.0,49.77,2
Support,-128,352,112,7.99,14,112.0,0.388,183.0,35.18,3
Support,160,160,160,0.0,1,160.0,0.1257,183.0,7.37,4
Support,-184,319,67,8.39,3,67.0,0.6339,183.0,4.66,5
