Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,58,71,64,6.19,28
Resistance,79,95,87,7.9,13
Resistance,129,149,139,9.97,23
Resistance,159,172,165,6.69,17
Resistance,189,202,196,6.76,8
Resistance,208,232,220,12.06,9
Resistance,277,315,296,19.08,3
Support,0,0,0,0.0,0
