Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,389,4603,2496,70.22,20
Resistance,835,4780,2808,65.75,43
Resistance,383,5654,3019,87.85,16
Resistance,953,6037,3495,84.74,14
Resistance,1759,5887,3823,68.8,19
Resistance,1542,6647,4095,85.09,15
Resistance,1424,7370,4397,99.11,11
Support,1385,1385,1385,0.0,1
Support,1272,2302,1787,17.18,5
Support,1217,2642,1929,23.75,11
Support,1464,2580,2022,18.59,10
Support,1235,2985,2110,29.15,5
Support,1225,3191,2208,32.78,15
Support,1506,3162,2334,27.6,7
