Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,179,16,91,185,0.7728,0.9179,0.663,0.7699
AKRA,294,30,52,95,0.8259,0.9074,0.8497,0.8776
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,420,20,14,17,0.9278,0.9545,0.9677,0.9611
BULL,281,34,76,80,0.7665,0.8921,0.7871,0.8363
BUMI,225,25,76,145,0.7856,0.9,0.7475,0.8167
DEWA,150,20,93,208,0.7601,0.8824,0.6173,0.7264
DOID,168,19,100,184,0.7473,0.8984,0.6269,0.7385
ELSA,108,22,133,208,0.6709,0.8308,0.4481,0.5822
ENRG,192,25,88,166,0.7601,0.8848,0.6857,0.7726
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,295,12,60,104,0.8471,0.9609,0.831,0.8912
INDY,361,7,30,73,0.9214,0.981,0.9233,0.9513
ITMA,37,15,137,282,0.6773,0.7115,0.2126,0.3274
ITMG,447,15,4,5,0.9597,0.9675,0.9911,0.9792
KKGI,253,13,88,117,0.7856,0.9511,0.7419,0.8336
MBSS,117,26,130,198,0.6688,0.8182,0.4737,0.6
MEDC,148,29,103,191,0.7197,0.8362,0.5896,0.6916
PGAS,69,6,134,262,0.7028,0.92,0.3399,0.4964
PTBA,309,21,57,84,0.8344,0.9364,0.8443,0.8879
RUIS,227,17,89,138,0.7749,0.9303,0.7184,0.8107
SOCI,207,28,104,132,0.7197,0.8809,0.6656,0.7582
TCPI,247,19,80,125,0.7898,0.9286,0.7554,0.8331
TEBE,185,27,128,131,0.6709,0.8726,0.5911,0.7048
TPMA,446,15,5,5,0.9575,0.9675,0.9889,0.9781
WINS,240,29,82,120,0.7643,0.8922,0.7453,0.8122
