Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,468,3,0,0,0.9936,0.9936,1.0,0.9968
AKRA,456,12,2,1,0.9703,0.9744,0.9956,0.9849
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,440,11,6,14,0.9639,0.9756,0.9865,0.981
BUMI,440,3,10,18,0.9724,0.9932,0.9778,0.9854
DEWA,185,3,84,199,0.8153,0.984,0.6877,0.8096
DOID,286,11,61,113,0.8471,0.963,0.8242,0.8882
ELSA,435,36,0,0,0.9236,0.9236,1.0,0.9603
ENRG,336,4,42,89,0.9023,0.9882,0.8889,0.9359
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,430,6,11,24,0.9639,0.9862,0.9751,0.9806
ITMA,287,54,41,89,0.7983,0.8416,0.875,0.858
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,416,8,12,35,0.9575,0.9811,0.972,0.9765
MEDC,450,17,1,3,0.9618,0.9636,0.9978,0.9804
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,467,3,1,0,0.9915,0.9936,0.9979,0.9957
SOCI,457,3,4,7,0.9851,0.9935,0.9913,0.9924
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,361,7,38,65,0.9045,0.981,0.9048,0.9413
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,460,11,0,0,0.9766,0.9766,1.0,0.9882
