Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,468,3,0,0,0.9936,0.9936,1.0,0.9968
AKRA,452,16,2,1,0.9618,0.9658,0.9956,0.9805
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,439,6,8,18,0.9703,0.9865,0.9821,0.9843
BUMI,440,3,10,18,0.9724,0.9932,0.9778,0.9854
DEWA,185,3,84,199,0.8153,0.984,0.6877,0.8096
DOID,286,11,61,113,0.8471,0.963,0.8242,0.8882
ELSA,455,16,0,0,0.966,0.966,1.0,0.9827
ENRG,336,4,42,89,0.9023,0.9882,0.8889,0.9359
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,429,6,11,25,0.9639,0.9862,0.975,0.9806
ITMA,87,46,108,230,0.673,0.6541,0.4462,0.5305
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,416,8,12,35,0.9575,0.9811,0.972,0.9765
MEDC,450,17,1,3,0.9618,0.9636,0.9978,0.9804
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,467,3,1,0,0.9915,0.9936,0.9979,0.9957
SOCI,451,9,4,7,0.9724,0.9804,0.9912,0.9858
TCPI,469,1,1,0,0.9958,0.9979,0.9979,0.9979
TEBE,360,3,41,67,0.9066,0.9917,0.8978,0.9424
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,460,11,0,0,0.9766,0.9766,1.0,0.9882
