Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,400,6,18,47,0.949,0.9852,0.9569,0.9709
AKRA,261,55,62,93,0.7516,0.8259,0.808,0.8169
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,439,6,8,18,0.9703,0.9865,0.9821,0.9843
BUMI,440,3,10,18,0.9724,0.9932,0.9778,0.9854
DEWA,185,3,84,199,0.8153,0.984,0.6877,0.8096
DOID,244,11,76,140,0.8153,0.9569,0.7625,0.8487
ELSA,455,16,0,0,0.966,0.966,1.0,0.9827
ENRG,336,4,42,89,0.9023,0.9882,0.8889,0.9359
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,429,6,11,25,0.9639,0.9862,0.975,0.9806
ITMA,87,46,108,230,0.673,0.6541,0.4462,0.5305
ITMG,446,25,0,0,0.9469,0.9469,1.0,0.9727
KKGI,372,17,36,46,0.8875,0.9563,0.9118,0.9335
MBSS,416,8,12,35,0.9575,0.9811,0.972,0.9765
MEDC,450,17,1,3,0.9618,0.9636,0.9978,0.9804
PGAS,342,31,38,60,0.8535,0.9169,0.9,0.9084
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,467,3,1,0,0.9915,0.9936,0.9979,0.9957
SOCI,434,19,8,10,0.9427,0.9581,0.9819,0.9698
TCPI,426,16,13,16,0.9384,0.9638,0.9704,0.9671
TEBE,357,3,42,69,0.9045,0.9917,0.8947,0.9407
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,460,11,0,0,0.9766,0.9766,1.0,0.9882
