Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,2637,2673,2655,17.93,24
Resistance,2704,2751,2727,23.47,18
Resistance,2785,2822,2804,18.35,17
Resistance,2863,2919,2891,28.11,23
Resistance,2974,3066,3020,46.29,8
Resistance,3216,3322,3269,52.78,9
Resistance,3680,3680,3680,0.0,1
Support,1585,1585,1585,0.0,1
Support,1754,1814,1784,29.92,7
Support,1946,2017,1982,35.47,3
Support,2117,2166,2141,24.1,7
Support,2202,2272,2237,35.02,6
Support,2406,2478,2442,36.27,37
Support,2528,2585,2556,28.8,38
