Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,1924,1956,1940,16.33,7
Resistance,1989,2011,2000,10.94,20
Resistance,2036,2057,2046,10.08,14
Resistance,2077,2097,2087,9.94,14
Resistance,2149,2189,2169,20.28,9
Resistance,2228,2287,2258,29.86,4
Resistance,2365,2425,2395,30.0,4
Support,1060,1110,1085,25.0,11
Support,1326,1366,1346,19.97,10
Support,1384,1407,1395,11.25,17
Support,1457,1490,1474,16.14,11
Support,1539,1546,1542,3.54,2
Support,1675,1710,1692,17.68,2
Support,1781,1831,1806,24.96,4
