Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,471,0,0,0,1.0,1.0,1.0,1.0
AKRA,468,3,0,0,0.9936,0.9936,1.0,0.9968
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,471,0,0,0,1.0,1.0,1.0,1.0
BUMI,471,0,0,0,1.0,1.0,1.0,1.0
DEWA,284,10,53,124,0.8662,0.966,0.8427,0.9002
DOID,471,0,0,0,1.0,1.0,1.0,1.0
ELSA,441,30,0,0,0.9363,0.9363,1.0,0.9671
ENRG,403,7,23,38,0.9363,0.9829,0.946,0.9641
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,471,0,0,0,1.0,1.0,1.0,1.0
ITMA,461,6,1,3,0.9851,0.9872,0.9978,0.9925
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,455,16,0,0,0.966,0.966,1.0,0.9827
MEDC,471,0,0,0,1.0,1.0,1.0,1.0
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,471,0,0,0,1.0,1.0,1.0,1.0
SOCI,464,3,1,3,0.9915,0.9936,0.9978,0.9957
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,422,16,16,17,0.9321,0.9635,0.9635,0.9635
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,471,0,0,0,1.0,1.0,1.0,1.0
