Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,336,336,336,0.0,1
Support,52,74,63,10.9,25
Support,103,135,119,15.76,10
Support,146,172,159,12.99,7
Support,191,202,197,5.22,11
Support,311,311,311,0.0,1
