Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,378,842,610,7.75,11
Resistance,447,827,637,6.32,10
Resistance,389,959,674,9.5,9
Resistance,336,1102,719,12.77,13
Resistance,666,879,772,3.54,2
Resistance,391,1301,846,15.17,5
Resistance,202,1682,942,24.66,3
Resistance,322,1802,1062,24.66,3
Resistance,469,1774,1121,21.75,4
Resistance,824,1789,1307,16.07,3
Support,-244,696,226,15.67,6
Support,-233,785,276,16.97,2
Support,39,724,382,11.41,12
Support,188,660,424,7.87,5
Support,256,644,450,6.47,7
Support,266,681,474,6.92,10
Support,322,673,497,5.85,16
Support,346,693,519,5.77,27
Support,312,780,546,7.79,16
Support,354,802,578,7.47,13
