Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,1006,3952,2479,49.1,18
Resistance,1576,3886,2731,38.51,20
Resistance,1663,4070,2867,40.11,29
Resistance,1409,4651,3030,54.04,11
Resistance,953,5793,3373,80.66,6
Resistance,2179,4943,3561,46.06,10
Resistance,2043,5621,3832,59.63,18
Resistance,2332,5762,4047,57.16,10
Resistance,2304,6174,4239,64.51,9
Resistance,2124,6781,4453,77.61,7
Support,1385,1385,1385,0.0,1
Support,1272,2302,1787,17.18,5
Support,1217,2642,1929,23.75,11
Support,1740,2260,2000,8.66,3
Support,1667,2396,2031,12.15,7
Support,1452,2748,2100,21.6,4
Support,1685,2670,2178,16.41,9
Support,1766,2711,2239,15.74,7
Support,2133,2480,2307,5.77,3
Support,1968,2742,2355,12.91,4
