Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,609,2415,1512,30.1,18
Resistance,459,2768,1614,38.48,11
Resistance,439,3115,1777,44.61,16
Resistance,616,3293,1954,44.62,10
Resistance,758,3436,2097,44.62,14
Resistance,790,3785,2287,49.92,15
Resistance,920,3994,2457,51.22,7
Resistance,324,5059,2691,78.91,15
Resistance,1511,4341,2926,47.17,16
Resistance,528,5832,3180,88.41,13
Support,364,364,364,0.0,1
Support,166,1141,654,16.26,7
Support,292,1106,699,13.57,6
Support,-153,1776,812,32.15,3
Support,241,1580,910,22.31,14
Support,221,1809,1015,26.46,6
Support,740,1640,1190,15.0,3
Support,689,1845,1267,19.26,8
Support,597,2052,1325,24.26,12
Support,571,2251,1411,28.0,11
