Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,404,3,18,46,0.9554,0.9926,0.9573,0.9747
AKRA,460,11,0,0,0.9766,0.9766,1.0,0.9882
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,467,3,1,0,0.9915,0.9936,0.9979,0.9957
BULL,434,8,9,20,0.9639,0.9819,0.9797,0.9808
BUMI,420,12,15,24,0.9427,0.9722,0.9655,0.9689
DEWA,171,12,87,201,0.7898,0.9344,0.6628,0.7755
DOID,219,15,79,158,0.8004,0.9359,0.7349,0.8233
ELSA,366,31,29,45,0.8726,0.9219,0.9266,0.9242
ENRG,327,9,44,91,0.8875,0.9732,0.8814,0.925
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,429,6,11,25,0.9639,0.9862,0.975,0.9806
ITMA,162,29,92,188,0.7431,0.8482,0.6378,0.7281
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,434,13,9,15,0.9533,0.9709,0.9797,0.9753
MBSS,424,10,10,27,0.9575,0.977,0.977,0.977
MEDC,430,35,2,4,0.9214,0.9247,0.9954,0.9588
PGAS,439,14,6,12,0.9575,0.9691,0.9865,0.9777
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,396,17,19,39,0.9236,0.9588,0.9542,0.9565
SOCI,456,3,5,7,0.983,0.9935,0.9892,0.9913
TCPI,404,20,19,28,0.9172,0.9528,0.9551,0.954
TEBE,360,3,41,67,0.9066,0.9917,0.8978,0.9424
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,460,11,0,0,0.9766,0.9766,1.0,0.9882
