Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,194,14,86,177,0.7877,0.9327,0.6929,0.7951
AKRA,88,32,124,227,0.6688,0.7333,0.4151,0.5301
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,467,3,1,0,0.9915,0.9936,0.9979,0.9957
BULL,416,14,13,28,0.9427,0.9674,0.9697,0.9686
BUMI,420,12,15,24,0.9427,0.9722,0.9655,0.9689
DEWA,171,12,87,201,0.7898,0.9344,0.6628,0.7755
DOID,206,15,85,165,0.7877,0.9321,0.7079,0.8047
ELSA,276,15,74,106,0.811,0.9485,0.7886,0.8612
ENRG,306,10,49,106,0.8747,0.9684,0.862,0.9121
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,350,0,43,78,0.9087,1.0,0.8906,0.9421
INDY,393,7,21,50,0.9406,0.9825,0.9493,0.9656
ITMA,43,15,134,279,0.6837,0.7414,0.2429,0.366
ITMG,424,41,3,3,0.9066,0.9118,0.993,0.9507
KKGI,304,10,61,96,0.8493,0.9682,0.8329,0.8954
MBSS,168,42,103,158,0.6921,0.8,0.6199,0.6985
MEDC,384,17,19,51,0.9236,0.9576,0.9529,0.9552
PGAS,77,10,129,255,0.7049,0.8851,0.3738,0.5256
PTBA,434,10,12,15,0.9533,0.9775,0.9731,0.9753
RUIS,393,17,22,39,0.9172,0.9585,0.947,0.9527
SOCI,340,18,46,67,0.8641,0.9497,0.8808,0.914
TCPI,319,5,56,91,0.8705,0.9846,0.8507,0.9127
TEBE,237,3,112,119,0.7558,0.9875,0.6791,0.8048
TPMA,460,9,2,0,0.9766,0.9808,0.9957,0.9882
WINS,442,29,0,0,0.9384,0.9384,1.0,0.9682
