Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,402,3,19,47,0.9533,0.9926,0.9549,0.9734
AKRA,315,39,46,71,0.8195,0.8898,0.8726,0.8811
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,467,3,1,0,0.9915,0.9936,0.9979,0.9957
BULL,434,8,9,20,0.9639,0.9819,0.9797,0.9808
BUMI,420,12,15,24,0.9427,0.9722,0.9655,0.9689
DEWA,171,12,87,201,0.7898,0.9344,0.6628,0.7755
DOID,219,15,79,158,0.8004,0.9359,0.7349,0.8233
ELSA,366,31,29,45,0.8726,0.9219,0.9266,0.9242
ENRG,306,10,49,106,0.8747,0.9684,0.862,0.9121
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,396,6,20,49,0.9448,0.9851,0.9519,0.9682
ITMA,82,52,117,220,0.6412,0.6119,0.4121,0.4925
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,417,10,18,26,0.9406,0.9766,0.9586,0.9675
MBSS,168,42,103,158,0.6921,0.8,0.6199,0.6985
MEDC,384,17,19,51,0.9236,0.9576,0.9529,0.9552
PGAS,270,35,58,108,0.8025,0.8852,0.8232,0.8531
PTBA,434,10,12,15,0.9533,0.9775,0.9731,0.9753
RUIS,396,17,19,39,0.9236,0.9588,0.9542,0.9565
SOCI,423,13,15,20,0.9406,0.9702,0.9658,0.968
TCPI,371,14,30,56,0.9066,0.9636,0.9252,0.944
TEBE,345,6,43,77,0.896,0.9829,0.8892,0.9337
TPMA,460,9,2,0,0.9766,0.9808,0.9957,0.9882
WINS,354,29,30,58,0.8747,0.9243,0.9219,0.9231
