Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,471,0,0,0,1.0,1.0,1.0,1.0
AKRA,447,24,0,0,0.949,0.949,1.0,0.9739
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,439,6,8,18,0.9703,0.9865,0.9821,0.9843
BUMI,444,6,7,14,0.9724,0.9867,0.9845,0.9856
DEWA,207,16,74,174,0.8089,0.9283,0.7367,0.8214
DOID,351,3,41,76,0.9066,0.9915,0.8954,0.941
ELSA,412,35,6,18,0.913,0.9217,0.9856,0.9526
ENRG,351,6,39,75,0.9045,0.9832,0.9,0.9398
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,471,0,0,0,1.0,1.0,1.0,1.0
ITMA,392,5,17,57,0.9533,0.9874,0.9584,0.9727
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,439,23,3,6,0.9448,0.9502,0.9932,0.9712
MEDC,456,8,3,4,0.9766,0.9828,0.9935,0.9881
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,471,0,0,0,1.0,1.0,1.0,1.0
SOCI,457,3,4,7,0.9851,0.9935,0.9913,0.9924
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,368,15,35,53,0.8938,0.9608,0.9132,0.9364
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,471,0,0,0,1.0,1.0,1.0,1.0
