Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,128,14,103,226,0.7516,0.9014,0.5541,0.6863
AKRA,42,9,152,268,0.6582,0.8235,0.2165,0.3429
APEX,437,5,9,20,0.9703,0.9887,0.9798,0.9842
ARII,413,21,16,21,0.9214,0.9516,0.9627,0.9571
BULL,266,9,90,106,0.7898,0.9673,0.7472,0.8431
BUMI,298,28,47,98,0.8408,0.9141,0.8638,0.8882
DEWA,121,22,106,222,0.7282,0.8462,0.533,0.6541
DOID,134,19,113,205,0.7197,0.8758,0.5425,0.67
ELSA,119,22,127,203,0.6837,0.844,0.4837,0.615
ENRG,218,15,80,158,0.7983,0.9356,0.7315,0.8211
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,251,0,76,144,0.8386,1.0,0.7676,0.8685
INDY,316,19,44,92,0.8662,0.9433,0.8778,0.9094
ITMA,29,5,143,293,0.6851,0.8529,0.1686,0.2816
ITMG,172,49,74,176,0.7389,0.7783,0.6992,0.7366
KKGI,264,12,71,124,0.8238,0.9565,0.7881,0.8642
MBSS,39,25,160,247,0.6072,0.6094,0.196,0.2966
MEDC,160,20,101,190,0.7431,0.8889,0.613,0.7256
PGAS,52,3,139,277,0.6985,0.9455,0.2723,0.4228
PTBA,309,21,57,84,0.8344,0.9364,0.8443,0.8879
RUIS,165,20,110,176,0.724,0.8919,0.6,0.7174
SOCI,154,34,126,157,0.6603,0.8191,0.55,0.6581
TCPI,205,38,88,140,0.7325,0.8436,0.6997,0.7649
TEBE,94,8,181,188,0.5987,0.9216,0.3418,0.4987
TPMA,283,19,94,75,0.7601,0.9371,0.7507,0.8336
WINS,309,26,50,86,0.8386,0.9224,0.8607,0.8905
