Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,468,3,0,0,0.9936,0.9936,1.0,0.9968
AKRA,447,24,0,0,0.949,0.949,1.0,0.9739
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,443,10,6,12,0.966,0.9779,0.9866,0.9823
BUMI,441,3,10,17,0.9724,0.9932,0.9778,0.9855
DEWA,200,13,77,181,0.8089,0.939,0.722,0.8163
DOID,352,3,41,75,0.9066,0.9915,0.8957,0.9412
ELSA,429,42,0,0,0.9108,0.9108,1.0,0.9533
ENRG,346,9,40,76,0.896,0.9746,0.8964,0.9339
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,471,0,0,0,1.0,1.0,1.0,1.0
ITMA,392,4,18,57,0.9533,0.9899,0.9561,0.9727
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,436,26,3,6,0.9384,0.9437,0.9932,0.9678
MEDC,462,9,0,0,0.9809,0.9809,1.0,0.9904
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,471,0,0,0,1.0,1.0,1.0,1.0
SOCI,457,3,4,7,0.9851,0.9935,0.9913,0.9924
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,374,15,31,51,0.9023,0.9614,0.9235,0.9421
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,471,0,0,0,1.0,1.0,1.0,1.0
