Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,66,69,68,1.42,6,68.0,0.0968,62.0,56.19,1
Resistance,63,65,64,1.41,2,64.0,0.0323,62.0,47.33,2
Resistance,74,76,75,1.02,9,75.0,0.2097,62.0,40.97,3
Resistance,78,81,79,1.25,11,79.0,0.2742,62.0,38.71,4
Resistance,71,73,72,1.11,4,72.0,0.1613,62.0,23.35,5
Resistance,84,86,85,0.84,4,85.0,0.371,62.0,10.5,6
Resistance,90,92,91,1.41,2,91.0,0.4677,62.0,4.19,7
Resistance,97,97,97,0.0,1,97.0,0.5645,62.0,1.74,8
Support,59,59,59,0.0,2,59.0,0.0484,62.0,34.25,1
Support,53,53,53,0.26,5,53.0,0.1452,62.0,32.22,2
Support,55,55,55,0.0,3,55.0,0.1129,62.0,24.41,3
Support,60,60,60,0.0,1,60.0,0.0323,62.0,23.66,4
Support,57,57,57,0.0,2,57.0,0.0806,62.0,22.06,5
Support,51,51,51,0.0,4,51.0,0.1774,62.0,21.34,6
Support,50,50,50,0.0,3,50.0,0.1935,62.0,14.74,7
Support,56,56,56,0.0,1,56.0,0.0968,62.0,9.37,8
