Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,1715,1844,1780,64.38,35,1780.0,0.0501,1695.0,581.9,1
Resistance,2057,2200,2128,71.13,17,2128.0,0.2555,1695.0,64.04,2
Resistance,2677,2995,2836,158.93,16,2836.0,0.6732,1695.0,23.42,3
Resistance,2335,2462,2398,63.48,9,2398.0,0.4147,1695.0,21.19,4
Resistance,3670,3918,3794,124.14,2,3794.0,1.2383,1695.0,1.6,5
Support,1591,1671,1631,39.88,32,1631.0,0.0378,1695.0,670.04,1
Support,1423,1508,1465,42.62,29,1465.0,0.1357,1695.0,199.05,2
Support,1185,1331,1258,73.29,26,1258.0,0.2578,1695.0,97.08,3
Support,184,296,240,55.96,19,240.0,0.8584,1695.0,21.88,4
Support,466,837,651,185.35,10,651.0,0.6159,1695.0,15.98,5
