Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,1185,1185,1185,0.0,1,1185.0,0.0042,1180.0,70.24,1
Resistance,1209,1216,1212,3.54,2,1212.0,0.0271,1180.0,53.88,2
Resistance,1245,1255,1250,5.0,3,1250.0,0.0593,1180.0,43.28,3
Resistance,1230,1230,1230,0.0,2,1230.0,0.0424,1180.0,38.19,4
Resistance,1301,1319,1310,9.13,4,1310.0,0.1102,1180.0,33.29,5
Support,1051,1137,1094,42.73,17,1094.0,0.0729,1180.0,205.11,1
Support,693,727,710,17.13,48,710.0,0.3983,1180.0,117.56,2
Support,763,800,782,18.4,24,782.0,0.3373,1180.0,69.11,3
Support,832,873,852,20.43,15,852.0,0.278,1180.0,52.09,4
Support,614,651,633,18.56,9,633.0,0.4636,1180.0,19.01,5
