Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,79,94,86,7.09,39,86.0,0.1467,75.0,248.94,1
Resistance,102,117,110,7.64,13,110.0,0.4667,75.0,27.27,2
Resistance,158,186,172,14.1,25,172.0,1.2933,75.0,19.18,3
Resistance,135,148,141,6.39,13,141.0,0.88,75.0,14.61,4
Resistance,230,262,246,16.25,4,246.0,2.28,75.0,1.75,5
Support,72,74,73,1.21,7,73.0,0.0267,75.0,190.91,1
Support,66,69,68,1.4,14,68.0,0.0933,75.0,135.48,2
Support,64,65,64,0.71,8,64.0,0.1467,75.0,51.06,3
Support,60,62,61,0.75,6,61.0,0.1867,75.0,30.51,4
Support,50,50,50,0.0,5,50.0,0.3333,75.0,14.56,5
