Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,1248,1325,1287,38.51,66,1287.0,0.068,1205.0,845.61,1
Resistance,1371,1443,1407,35.87,45,1407.0,0.1676,1205.0,253.33,2
Resistance,1514,1589,1552,37.48,32,1552.0,0.288,1205.0,107.39,3
Resistance,1632,1730,1681,48.71,18,1681.0,0.395,1205.0,44.44,4
Resistance,1889,1952,1920,31.49,6,1920.0,0.5934,1205.0,9.94,5
Support,1167,1199,1183,16.02,16,1183.0,0.0183,1205.0,566.23,1
Support,1088,1133,1111,22.65,13,1111.0,0.078,1205.0,147.71,2
Support,974,1057,1016,41.49,7,1016.0,0.1568,1205.0,41.95,3
Support,751,848,800,48.15,5,800.0,0.3361,1205.0,14.45,4
Support,654,726,690,35.9,5,690.0,0.4274,1205.0,11.43,5
