Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,93,103,98,4.85,26,98.0,0.0889,90.0,262.92,1
Resistance,107,118,113,5.36,28,113.0,0.2556,90.0,105.44,2
Resistance,135,152,143,8.45,44,143.0,0.5889,90.0,73.47,3
Resistance,170,195,182,12.56,39,182.0,1.0222,90.0,37.78,4
Resistance,217,282,250,32.83,9,250.0,1.7778,90.0,5.03,5
Support,85,88,86,1.4,7,86.0,0.0444,90.0,128.57,1
Support,65,67,66,1.2,14,66.0,0.2667,90.0,50.6,2
Support,52,57,54,2.19,15,54.0,0.4,90.0,36.59,3
Support,59,63,61,1.69,9,61.0,0.3222,90.0,27.09,4
Support,73,79,76,2.89,3,76.0,0.1556,90.0,18.12,5
