Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,440,9,5,17,0.9703,0.98,0.9888,0.9843
AKRA,424,23,13,11,0.9236,0.9485,0.9703,0.9593
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,440,6,8,17,0.9703,0.9865,0.9821,0.9843
BUMI,439,3,10,19,0.9724,0.9932,0.9777,0.9854
DEWA,185,3,84,199,0.8153,0.984,0.6877,0.8096
DOID,248,9,74,140,0.8238,0.965,0.7702,0.8566
ELSA,454,17,0,0,0.9639,0.9639,1.0,0.9816
ENRG,333,6,42,90,0.8981,0.9823,0.888,0.9328
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,413,12,14,32,0.9448,0.9718,0.9672,0.9695
ITMA,193,47,74,157,0.7431,0.8042,0.7228,0.7613
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,464,3,1,3,0.9915,0.9936,0.9978,0.9957
MBSS,391,9,15,56,0.949,0.9775,0.9631,0.9702
MEDC,443,14,3,11,0.9639,0.9694,0.9933,0.9812
PGAS,439,14,6,12,0.9575,0.9691,0.9865,0.9777
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,455,6,3,7,0.9809,0.987,0.9934,0.9902
SOCI,457,3,4,7,0.9851,0.9935,0.9913,0.9924
TCPI,465,0,2,4,0.9958,1.0,0.9957,0.9979
TEBE,360,3,41,67,0.9066,0.9917,0.8978,0.9424
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,449,22,0,0,0.9533,0.9533,1.0,0.9761
