Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,471,0,0,0,1.0,1.0,1.0,1.0
AKRA,468,3,0,0,0.9936,0.9936,1.0,0.9968
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,462,3,2,4,0.9894,0.9935,0.9957,0.9946
BUMI,439,3,10,19,0.9724,0.9932,0.9777,0.9854
DEWA,189,8,82,192,0.8089,0.9594,0.6974,0.8077
DOID,328,15,48,80,0.8662,0.9563,0.8723,0.9124
ELSA,454,17,0,0,0.9639,0.9639,1.0,0.9816
ENRG,339,4,41,87,0.9045,0.9883,0.8921,0.9378
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,471,0,0,0,1.0,1.0,1.0,1.0
ITMA,416,13,13,29,0.9448,0.9697,0.9697,0.9697
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,450,21,0,0,0.9554,0.9554,1.0,0.9772
MEDC,471,0,0,0,1.0,1.0,1.0,1.0
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,471,0,0,0,1.0,1.0,1.0,1.0
SOCI,457,3,4,7,0.9851,0.9935,0.9913,0.9924
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,387,3,31,50,0.9278,0.9923,0.9258,0.9579
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,471,0,0,0,1.0,1.0,1.0,1.0
