Tanggal,High,Low,Pivot_High,Pivot_Low,Type,Level,Current_Price,Selisih,Z_Score,Mean_Reference,Std_Reference,Cluster
2020-01-02,243.8811798095703,218.91696166992188,243.8811798095703,218.91696166992188,Support,218.91696166992188,366.0598754882813,-147.14291381835943,-0.8068931275833675,342.0460496882802,152.59652587093916,8
2020-01-13,249.64215087890625,216.9966278076172,249.64215087890625,216.9966278076172,Support,216.9966278076172,366.0598754882813,-149.06324768066412,-0.8194775154083488,342.0460496882802,152.59652587093916,8
2020-01-16,240.04052734375,220.8372802734375,,220.8372802734375,Support,220.8372802734375,366.0598754882813,-145.2225952148438,-0.7943088397527273,342.0460496882802,152.59652587093916,8
2020-01-28,215.0763092041016,201.6340484619141,,201.6340484619141,Support,201.6340484619141,366.0598754882813,-164.42582702636722,-0.920152018042152,342.0460496882802,152.59652587093916,6
2020-02-03,218.91696166992188,201.6340484619141,,201.6340484619141,Support,201.6340484619141,366.0598754882813,-164.42582702636722,-0.920152018042152,342.0460496882802,152.59652587093916,6
2020-02-05,220.8372802734375,201.6340484619141,220.8372802734375,201.6340484619141,Support,201.6340484619141,366.0598754882813,-164.42582702636722,-0.920152018042152,342.0460496882802,152.59652587093916,6
2020-02-11,209.3153381347656,195.87306213378903,,195.87306213378903,Support,195.87306213378903,366.0598754882813,-170.18681335449227,-0.9579050815227552,342.0460496882802,152.59652587093916,6
2020-02-14,207.39501953125,192.0324249267578,,192.0324249267578,Support,192.0324249267578,366.0598754882813,-174.0274505615235,-0.9830736571840352,342.0460496882802,152.59652587093916,6
2020-02-18,203.5543670654297,197.7933959960937,,197.7933959960937,Support,197.7933959960937,366.0598754882813,-168.2664794921876,-0.945320693697774,342.0460496882802,152.59652587093916,6
2020-02-26,187.2316131591797,184.3511199951172,,184.3511199951172,Support,184.3511199951172,366.0598754882813,-181.7087554931641,-1.033411008495278,342.0460496882802,152.59652587093916,0
2020-03-02,191.072265625,182.4308013916016,,182.4308013916016,Support,182.4308013916016,366.0598754882813,-183.6290740966797,-1.045995296325918,342.0460496882802,152.59652587093916,0
2020-03-09,191.072265625,176.66983032226562,,176.66983032226562,Support,176.66983032226562,366.0598754882813,-189.39004516601568,-1.08374825981218,342.0460496882802,152.59652587093916,0
2020-03-23,138.26333618164062,135.3828582763672,,135.3828582763672,Support,135.3828582763672,366.0598754882813,-230.6770172119141,-1.354311248125672,342.0460496882802,152.59652587093916,4
2020-04-02,153.6259307861328,144.98448181152344,,144.98448181152344,Support,144.98448181152344,366.0598754882813,-221.07539367675787,-1.291389608983789,342.0460496882802,152.59652587093916,4
2020-04-06,160.34707641601562,152.665771484375,,152.665771484375,Support,152.665771484375,366.0598754882813,-213.3941040039063,-1.2410523576668877,342.0460496882802,152.59652587093916,4
2020-04-08,148.8251190185547,148.8251190185547,,148.8251190185547,Support,148.8251190185547,366.0598754882813,-217.23475646972665,-1.2662210333225088,342.0460496882802,152.59652587093916,4
2020-04-13,153.6259307861328,140.1836700439453,,140.1836700439453,Support,140.1836700439453,366.0598754882813,-225.876205444336,-1.322850428554731,342.0460496882802,152.59652587093916,4
2020-04-17,190.11209106445312,177.62998962402344,,177.62998962402344,Support,177.62998962402344,366.0598754882813,-188.42988586425787,-1.07745611589686,342.0460496882802,152.59652587093916,0
2020-04-22,192.0324249267578,174.74949645996094,,174.74949645996094,Support,174.74949645996094,366.0598754882813,-191.3103790283204,-1.096332647637161,342.0460496882802,152.59652587093916,9
2020-04-28,189.1519317626953,176.66983032226562,,176.66983032226562,Support,176.66983032226562,366.0598754882813,-189.39004516601568,-1.08374825981218,342.0460496882802,152.59652587093916,0
2020-04-30,191.072265625,178.59014892578125,,178.59014892578125,Support,178.59014892578125,366.0598754882813,-187.46972656250009,-1.0711639719815398,342.0460496882802,152.59652587093916,0
2020-05-11,192.0324249267578,170.9088592529297,,170.9088592529297,Support,170.9088592529297,366.0598754882813,-195.1510162353516,-1.1215012232984414,342.0460496882802,152.59652587093916,9
2020-05-14,191.072265625,179.55030822753906,,179.55030822753906,Support,179.55030822753906,366.0598754882813,-186.50956726074224,-1.0648718280662195,342.0460496882802,152.59652587093916,0
2020-05-19,187.2316131591797,166.10804748535156,,166.10804748535156,Support,166.10804748535156,366.0598754882813,-199.9518280029297,-1.152962042869383,342.0460496882802,152.59652587093916,9
2020-05-26,191.072265625,176.66983032226562,,176.66983032226562,Support,176.66983032226562,366.0598754882813,-189.39004516601568,-1.08374825981218,342.0460496882802,152.59652587093916,0
2020-06-03,224.6779327392578,178.59014892578125,224.6779327392578,178.59014892578125,Support,178.59014892578125,366.0598754882813,-187.46972656250009,-1.0711639719815398,342.0460496882802,152.59652587093916,0
2020-06-12,192.0324249267578,179.55030822753906,,179.55030822753906,Support,179.55030822753906,366.0598754882813,-186.50956726074224,-1.0648718280662195,342.0460496882802,152.59652587093916,0
2020-06-16,192.0324249267578,180.51046752929688,,180.51046752929688,Support,180.51046752929688,366.0598754882813,-185.54940795898443,-1.0585796841508994,342.0460496882802,152.59652587093916,0
2020-06-25,207.39501953125,190.11209106445312,,190.11209106445312,Support,190.11209106445312,366.0598754882813,-175.94778442382818,-0.9956580450090166,342.0460496882802,152.59652587093916,6
2020-07-06,197.7933959960937,180.51046752929688,,180.51046752929688,Support,180.51046752929688,366.0598754882813,-185.54940795898443,-1.0585796841508994,342.0460496882802,152.59652587093916,0
2020-07-15,201.6340484619141,180.51046752929688,,180.51046752929688,Support,180.51046752929688,366.0598754882813,-185.54940795898443,-1.0585796841508994,342.0460496882802,152.59652587093916,0
2020-07-22,211.23565673828125,183.3909606933593,,183.3909606933593,Support,183.3909606933593,366.0598754882813,-182.668914794922,-1.0397031524105986,342.0460496882802,152.59652587093916,0
2020-08-05,186.27145385742188,177.62998962402344,,177.62998962402344,Support,177.62998962402344,366.0598754882813,-188.42988586425787,-1.07745611589686,342.0460496882802,152.59652587093916,0
2020-08-11,201.6340484619141,183.3909606933593,201.6340484619141,183.3909606933593,Support,183.3909606933593,366.0598754882813,-182.668914794922,-1.0397031524105986,342.0460496882802,152.59652587093916,0
2020-08-13,201.6340484619141,190.11209106445312,201.6340484619141,190.11209106445312,Support,190.11209106445312,366.0598754882813,-175.94778442382818,-0.9956580450090166,342.0460496882802,152.59652587093916,6
2020-08-24,190.11209106445312,180.51046752929688,,180.51046752929688,Support,180.51046752929688,366.0598754882813,-185.54940795898443,-1.0585796841508994,342.0460496882802,152.59652587093916,0
2020-08-27,183.3909606933593,182.4308013916016,,182.4308013916016,Support,182.4308013916016,366.0598754882813,-183.6290740966797,-1.045995296325918,342.0460496882802,152.59652587093916,0
2020-09-01,191.072265625,182.4308013916016,,182.4308013916016,Support,182.4308013916016,366.0598754882813,-183.6290740966797,-1.045995296325918,342.0460496882802,152.59652587093916,0
2020-09-07,191.072265625,177.62998962402344,,177.62998962402344,Support,177.62998962402344,366.0598754882813,-188.42988586425787,-1.07745611589686,342.0460496882802,152.59652587093916,0
2020-09-11,192.0324249267578,177.62998962402344,,177.62998962402344,Support,177.62998962402344,366.0598754882813,-188.42988586425787,-1.07745611589686,342.0460496882802,152.59652587093916,0
2020-09-17,192.0324249267578,179.55030822753906,,179.55030822753906,Support,179.55030822753906,366.0598754882813,-186.50956726074224,-1.0648718280662195,342.0460496882802,152.59652587093916,0
2020-09-24,192.0324249267578,182.4308013916016,,182.4308013916016,Support,182.4308013916016,366.0598754882813,-183.6290740966797,-1.045995296325918,342.0460496882802,152.59652587093916,0
2020-10-02,192.0324249267578,180.51046752929688,,180.51046752929688,Support,180.51046752929688,366.0598754882813,-185.54940795898443,-1.0585796841508994,342.0460496882802,152.59652587093916,0
2020-10-06,195.87306213378903,180.51046752929688,,180.51046752929688,Support,180.51046752929688,366.0598754882813,-185.54940795898443,-1.0585796841508994,342.0460496882802,152.59652587093916,0
2020-10-19,192.0324249267578,182.4308013916016,,182.4308013916016,Support,182.4308013916016,366.0598754882813,-183.6290740966797,-1.045995296325918,342.0460496882802,152.59652587093916,0
2020-10-26,192.0324249267578,185.311279296875,,185.311279296875,Support,185.311279296875,366.0598754882813,-180.7485961914063,-1.027118864579958,342.0460496882802,152.59652587093916,0
2020-11-02,192.0324249267578,180.51046752929688,,180.51046752929688,Support,180.51046752929688,366.0598754882813,-185.54940795898443,-1.0585796841508994,342.0460496882802,152.59652587093916,0
2020-11-09,192.0324249267578,183.3909606933593,,183.3909606933593,Support,183.3909606933593,366.0598754882813,-182.668914794922,-1.0397031524105986,342.0460496882802,152.59652587093916,0
