Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,-288,665,188,15.87,33,188.0,0.1124,169.0,269.55,1
Resistance,-368,899,265,21.11,18,265.0,0.568,169.0,31.14,2
Resistance,-191,885,347,17.93,23,347.0,1.0533,169.0,21.63,3
Resistance,-512,1418,453,32.16,16,453.0,1.6805,169.0,9.46,4
Resistance,-44,1159,557,20.04,21,557.0,2.2959,169.0,9.11,5
Resistance,-209,1457,624,27.76,21,624.0,2.6923,169.0,7.77,6
Resistance,-538,2046,754,43.06,15,754.0,3.4615,169.0,4.32,7
Resistance,-869,2739,935,60.14,7,935.0,4.5325,169.0,1.54,8
Resistance,-1514,4061,1273,92.92,3,1273.0,6.5325,169.0,0.46,9
Support,121,213,167,1.55,6,167.0,0.0118,169.0,274.8,1
Support,71,239,155,2.81,13,155.0,0.0828,169.0,140.03,2
Support,52,233,142,3.03,12,142.0,0.1598,169.0,70.69,3
Support,39,213,126,2.9,10,126.0,0.2544,169.0,37.82,4
Support,90,179,134,1.48,5,134.0,0.2071,169.0,23.03,5
Support,83,118,100,0.58,3,100.0,0.4083,169.0,7.17,6
Support,67,151,109,1.41,2,109.0,0.355,169.0,5.48,7
Support,49,133,91,1.41,2,91.0,0.4615,169.0,4.24,8
Support,115,115,115,0.0,1,115.0,0.3195,169.0,3.03,9
