Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,378,842,610,7.75,11,610.0,0.0252,595.0,312.41,1
Resistance,447,827,637,6.32,10,637.0,0.0706,595.0,124.09,2
Resistance,278,1081,679,13.38,11,679.0,0.1412,595.0,72.76,3
Resistance,94,1366,730,21.21,13,730.0,0.2269,595.0,54.88,4
Resistance,391,1301,846,15.17,5,846.0,0.4218,595.0,11.58,5
Resistance,202,1682,942,24.66,3,942.0,0.5832,595.0,5.06,6
Resistance,469,1774,1121,21.75,4,1121.0,0.884,595.0,4.47,7
Resistance,322,1802,1062,24.66,3,1062.0,0.7849,595.0,3.77,8
Resistance,824,1789,1307,16.07,3,1307.0,1.1966,595.0,2.49,9
Support,354,802,578,7.47,13,578.0,0.0286,595.0,337.04,1
Support,346,693,519,5.77,27,519.0,0.1277,595.0,196.03,2
Support,312,780,546,7.79,16,546.0,0.0824,595.0,173.25,3
Support,237,752,494,8.58,20,494.0,0.1697,595.0,111.27,4
Support,186,735,460,9.15,12,460.0,0.2269,595.0,50.66,5
Support,39,724,382,11.41,12,382.0,0.358,595.0,32.61,6
Support,154,698,426,9.07,6,426.0,0.284,595.0,20.41,7
Support,-244,696,226,15.67,6,226.0,0.6202,595.0,9.52,8
Support,-233,785,276,16.97,2,276.0,0.5361,595.0,3.66,9
