Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,411,6,18,36,0.949,0.9856,0.958,0.9716
AKRA,355,27,35,54,0.8684,0.9293,0.9103,0.9197
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,467,3,1,0,0.9915,0.9936,0.9979,0.9957
BULL,426,12,11,22,0.9512,0.9726,0.9748,0.9737
BUMI,429,9,12,21,0.9554,0.9795,0.9728,0.9761
DEWA,180,6,85,200,0.8068,0.9677,0.6792,0.7982
DOID,229,11,77,154,0.8132,0.9542,0.7484,0.8388
ELSA,438,16,6,11,0.9533,0.9648,0.9865,0.9755
ENRG,318,12,47,94,0.8747,0.9636,0.8712,0.9151
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,456,0,5,10,0.9894,1.0,0.9892,0.9945
INDY,399,6,19,47,0.9469,0.9852,0.9545,0.9696
ITMA,53,16,132,270,0.6858,0.7681,0.2865,0.4173
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,439,14,7,11,0.9554,0.9691,0.9843,0.9766
MBSS,336,23,31,81,0.8854,0.9359,0.9155,0.9256
MEDC,414,16,12,29,0.9406,0.9628,0.9718,0.9673
PGAS,369,20,32,50,0.8896,0.9486,0.9202,0.9342
PTBA,467,3,1,0,0.9915,0.9936,0.9979,0.9957
RUIS,423,14,11,23,0.9469,0.968,0.9747,0.9713
SOCI,437,19,6,9,0.9469,0.9583,0.9865,0.9722
TCPI,406,18,19,28,0.9214,0.9575,0.9553,0.9564
TEBE,333,6,52,80,0.8769,0.9823,0.8649,0.9199
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,413,38,6,14,0.9066,0.9157,0.9857,0.9494
