Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,411,6,18,36,0.949,0.9856,0.958,0.9716
AKRA,354,28,35,54,0.8662,0.9267,0.91,0.9183
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,467,3,1,0,0.9915,0.9936,0.9979,0.9957
BULL,438,6,8,19,0.9703,0.9865,0.9821,0.9843
BUMI,429,9,12,21,0.9554,0.9795,0.9728,0.9761
DEWA,180,6,85,200,0.8068,0.9677,0.6792,0.7982
DOID,229,11,77,154,0.8132,0.9542,0.7484,0.8388
ELSA,436,18,6,11,0.949,0.9604,0.9864,0.9732
ENRG,318,12,47,94,0.8747,0.9636,0.8712,0.9151
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,399,12,17,43,0.9384,0.9708,0.9591,0.9649
ITMA,151,30,99,191,0.7261,0.8343,0.604,0.7007
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,439,14,7,11,0.9554,0.9691,0.9843,0.9766
MBSS,336,23,31,81,0.8854,0.9359,0.9155,0.9256
MEDC,414,16,12,29,0.9406,0.9628,0.9718,0.9673
PGAS,369,20,32,50,0.8896,0.9486,0.9202,0.9342
PTBA,467,3,1,0,0.9915,0.9936,0.9979,0.9957
RUIS,423,14,11,23,0.9469,0.968,0.9747,0.9713
SOCI,443,14,5,9,0.9597,0.9694,0.9888,0.979
TCPI,414,10,19,28,0.9384,0.9764,0.9561,0.9662
TEBE,353,4,43,71,0.9002,0.9888,0.8914,0.9376
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,413,38,6,14,0.9066,0.9157,0.9857,0.9494
