Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,465,6,0,0,0.9873,0.9873,1.0,0.9936
AKRA,455,16,0,0,0.966,0.966,1.0,0.9827
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,440,9,6,16,0.9682,0.98,0.9865,0.9832
BUMI,439,3,10,19,0.9724,0.9932,0.9777,0.9854
DEWA,185,3,84,199,0.8153,0.984,0.6877,0.8096
DOID,275,11,64,121,0.8408,0.9615,0.8112,0.88
ELSA,442,29,0,0,0.9384,0.9384,1.0,0.9682
ENRG,340,6,41,84,0.9002,0.9827,0.8924,0.9354
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,462,6,2,1,0.983,0.9872,0.9957,0.9914
ITMA,348,33,26,64,0.8747,0.9134,0.9305,0.9219
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,434,25,4,8,0.9384,0.9455,0.9909,0.9677
MEDC,453,18,0,0,0.9618,0.9618,1.0,0.9805
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,464,6,1,0,0.9851,0.9872,0.9978,0.9925
SOCI,457,3,4,7,0.9851,0.9935,0.9913,0.9924
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,379,7,33,52,0.9151,0.9819,0.9199,0.9499
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,471,0,0,0,1.0,1.0,1.0,1.0
