Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,465,6,0,0,0.9873,0.9873,1.0,0.9936
AKRA,455,16,0,0,0.966,0.966,1.0,0.9827
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,440,9,6,16,0.9682,0.98,0.9865,0.9832
BUMI,439,3,10,19,0.9724,0.9932,0.9777,0.9854
DEWA,196,11,79,185,0.8089,0.9469,0.7127,0.8133
DOID,341,9,44,77,0.8875,0.9743,0.8857,0.9279
ELSA,442,29,0,0,0.9384,0.9384,1.0,0.9682
ENRG,340,6,41,84,0.9002,0.9827,0.8924,0.9354
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,471,0,0,0,1.0,1.0,1.0,1.0
ITMA,391,3,18,59,0.9554,0.9924,0.956,0.9738
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,440,22,3,6,0.9469,0.9524,0.9932,0.9724
MEDC,453,18,0,0,0.9618,0.9618,1.0,0.9805
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,471,0,0,0,1.0,1.0,1.0,1.0
SOCI,457,3,4,7,0.9851,0.9935,0.9913,0.9924
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,372,14,33,52,0.9002,0.9637,0.9185,0.9406
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,471,0,0,0,1.0,1.0,1.0,1.0
