Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,471,0,0,0,1.0,1.0,1.0,1.0
AKRA,464,7,0,0,0.9851,0.9851,1.0,0.9925
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,464,3,2,2,0.9894,0.9936,0.9957,0.9946
BUMI,439,3,10,19,0.9724,0.9932,0.9777,0.9854
DEWA,196,11,79,185,0.8089,0.9469,0.7127,0.8133
DOID,354,3,41,73,0.9066,0.9916,0.8962,0.9415
ELSA,442,29,0,0,0.9384,0.9384,1.0,0.9682
ENRG,347,6,40,78,0.9023,0.983,0.8966,0.9378
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,471,0,0,0,1.0,1.0,1.0,1.0
ITMA,428,18,8,17,0.9448,0.9596,0.9817,0.9705
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,450,21,0,0,0.9554,0.9554,1.0,0.9772
MEDC,471,0,0,0,1.0,1.0,1.0,1.0
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,471,0,0,0,1.0,1.0,1.0,1.0
SOCI,457,3,4,7,0.9851,0.9935,0.9913,0.9924
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,387,3,31,50,0.9278,0.9923,0.9258,0.9579
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,471,0,0,0,1.0,1.0,1.0,1.0
