Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,929,1509,1219,9.66,10,1219.0,0.0116,1205.0,462.57,1
Resistance,869,1630,1250,12.7,12,1250.0,0.0373,1205.0,253.46,2
Resistance,989,1595,1292,10.1,12,1292.0,0.0722,1205.0,145.99,3
Resistance,973,1674,1323,11.69,6,1323.0,0.0979,1205.0,55.59,4
Resistance,986,1738,1362,12.55,5,1362.0,0.1303,1205.0,35.64,5
Resistance,1068,1752,1410,11.4,6,1410.0,0.1701,1205.0,33.31,6
Resistance,593,2417,1505,30.41,5,1505.0,0.249,1205.0,19.31,7
Support,302,2040,1171,28.97,28,1171.0,0.0282,1205.0,732.68,1
Support,-274,2267,997,42.34,29,997.0,0.1726,1205.0,158.8,2
Support,-229,1001,386,20.51,26,386.0,0.6797,1205.0,37.7,3
Support,-440,1375,468,30.24,21,468.0,0.6116,1205.0,33.78,4
Support,-697,2315,809,50.19,11,809.0,0.3286,1205.0,32.48,5
Support,-541,1822,640,39.4,12,640.0,0.4689,1205.0,25.06,6
Support,-522,1125,301,27.45,17,301.0,0.7502,1205.0,22.36,7
