Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,63,320,192,4.28,51,192.0,0.0492,183.0,861.77,1
Resistance,89,324,206,3.92,31,206.0,0.1257,183.0,228.47,2
Resistance,134,303,219,2.81,17,219.0,0.1967,183.0,82.24,3
Resistance,137,329,233,3.2,14,233.0,0.2732,183.0,49.43,4
Resistance,77,414,245,5.62,7,245.0,0.3388,183.0,20.07,5
Resistance,-49,609,280,10.95,4,280.0,0.5301,183.0,7.41,6
Resistance,-25,653,314,11.31,2,314.0,0.7158,183.0,2.76,7
Support,89,267,178,2.96,39,178.0,0.0273,183.0,1044.95,1
Support,-10,262,126,4.53,14,126.0,0.3115,183.0,43.55,2
Support,68,168,118,1.67,9,118.0,0.3552,183.0,24.64,3
Support,30,192,111,2.7,5,111.0,0.3934,183.0,12.39,4
Support,160,160,160,0.0,1,160.0,0.1257,183.0,7.37,5
Support,-257,435,89,11.53,3,89.0,0.5137,183.0,5.73,6
Support,41,84,62,0.71,2,62.0,0.6612,183.0,2.98,7
