Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,471,0,0,0,1.0,1.0,1.0,1.0
AKRA,448,23,0,0,0.9512,0.9512,1.0,0.975
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,447,12,5,7,0.9639,0.9739,0.9889,0.9813
BUMI,441,3,10,17,0.9724,0.9932,0.9778,0.9855
DEWA,207,16,74,174,0.8089,0.9283,0.7367,0.8214
DOID,358,5,39,69,0.9066,0.9862,0.9018,0.9421
ELSA,431,40,0,0,0.9151,0.9151,1.0,0.9557
ENRG,351,6,39,75,0.9045,0.9832,0.9,0.9398
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,471,0,0,0,1.0,1.0,1.0,1.0
ITMA,394,6,17,54,0.9512,0.985,0.9586,0.9716
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,440,23,2,6,0.9469,0.9503,0.9955,0.9724
MEDC,464,7,0,0,0.9851,0.9851,1.0,0.9925
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,471,0,0,0,1.0,1.0,1.0,1.0
SOCI,457,3,4,7,0.9851,0.9935,0.9913,0.9924
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,374,15,31,51,0.9023,0.9614,0.9235,0.9421
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,471,0,0,0,1.0,1.0,1.0,1.0
