Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,336,336,336,0.0,1,336.0,0.05,320.0,16.67,1
Support,311,311,311,0.0,1,311.0,0.0281,320.0,26.23,1
Support,193,202,198,4.59,10,198.0,0.3812,320.0,25.56,2
Support,55,62,58,3.8,14,58.0,0.8187,320.0,16.89,3
Support,70,79,75,4.46,9,75.0,0.7656,320.0,11.6,4
Support,146,158,152,5.87,5,152.0,0.525,320.0,9.35,5
Support,130,137,134,3.54,4,134.0,0.5813,320.0,6.77,6
Support,173,187,180,6.82,3,180.0,0.4375,320.0,6.7,7
Support,97,107,102,5.39,4,102.0,0.6813,320.0,5.79,8
Support,121,128,124,3.25,2,124.0,0.6125,320.0,3.21,9
Support,34,48,41,6.79,2,41.0,0.8719,320.0,2.27,10
