Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,1989,2015,2002,12.97,13,2002.0,0.82,1100.0,15.66,1
Resistance,2068,2109,2088,20.41,6,2088.0,0.8982,1100.0,6.61,2
Resistance,1617,1643,1630,13.23,3,1630.0,0.4818,1100.0,6.1,3
Resistance,1716,1748,1732,16.07,3,1732.0,0.5745,1100.0,5.13,4
Resistance,1829,1901,1865,36.06,3,1865.0,0.6955,1100.0,4.25,5
Resistance,2863,2973,2918,54.95,5,2918.0,1.6527,1100.0,3.01,6
Resistance,2150,2150,2150,0.0,2,2150.0,0.9545,1100.0,2.07,7
Resistance,2229,2371,2300,70.71,2,2300.0,1.0909,1100.0,1.82,8
Resistance,2542,2598,2570,28.28,2,2570.0,1.3364,1100.0,1.49,9
Resistance,2998,3082,3040,42.43,2,3040.0,1.7636,1100.0,1.13,10
Support,0,0,0,0.0,0,0.0,1.0,1100.0,0.0,1
