Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,52,56,54,1.67,26,54.0,0.08,50.0,288.89,1
Resistance,61,66,64,2.63,20,64.0,0.28,50.0,68.97,2
Resistance,70,74,72,2.38,16,72.0,0.44,50.0,35.56,3
Resistance,78,84,81,2.87,14,81.0,0.62,50.0,22.22,4
Resistance,93,99,96,3.16,5,96.0,0.92,50.0,5.38,5
Resistance,113,119,116,2.94,4,116.0,1.32,50.0,3.01,6
Resistance,148,148,148,0.0,1,148.0,1.96,50.0,0.51,7
Resistance,179,179,179,0.0,1,179.0,2.58,50.0,0.39,8
Resistance,224,224,224,0.0,1,224.0,3.48,50.0,0.29,9
Resistance,256,256,256,0.0,1,256.0,4.12,50.0,0.24,10
Support,0,0,0,0.0,0,0.0,1.0,50.0,0.0,1
