Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,1424,1692,1558,134.04,38,1558.0,0.2125,1285.0,170.82,1
Resistance,1786,2115,1950,164.28,17,1950.0,0.5175,1285.0,32.23,2
Resistance,2380,2671,2525,145.41,10,2525.0,0.965,1285.0,10.26,3
Resistance,3372,3749,3561,188.97,9,3561.0,1.7712,1285.0,5.05,4
Resistance,3953,4194,4074,120.58,8,4074.0,2.1704,1285.0,3.67,5
Resistance,5547,5994,5770,223.28,11,5770.0,3.4903,1285.0,3.14,6
Resistance,4449,4739,4594,144.88,8,4594.0,2.5751,1285.0,3.09,7
Resistance,6230,6641,6436,205.58,7,6436.0,4.0086,1285.0,1.74,8
Resistance,8100,8100,8100,0.0,1,8100.0,5.3035,1285.0,0.19,9
Support,1212,1244,1228,16.27,5,1228.0,0.0444,1285.0,91.98,1
Support,1145,1183,1164,19.03,6,1164.0,0.0942,1285.0,57.6,2
Support,15,29,22,6.64,44,22.0,0.9829,1285.0,44.32,3
Support,244,268,256,11.76,6,256.0,0.8008,1285.0,7.4,4
Support,884,1014,949,65.1,2,949.0,0.2615,1285.0,7.37,5
Support,42,73,57,15.67,7,57.0,0.9556,1285.0,7.25,6
Support,144,205,175,30.69,5,175.0,0.8638,1285.0,5.72,7
Support,310,331,320,10.3,2,320.0,0.751,1285.0,2.63,8
Support,541,541,541,0.0,1,541.0,0.579,1285.0,1.7,9
