Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,128,172,150,22.13,68,150.0,0.1538,130.0,415.02,1
Resistance,384,425,404,20.37,33,404.0,2.1077,130.0,15.58,2
Resistance,250,326,288,37.9,18,288.0,1.2154,130.0,14.69,3
Resistance,445,496,471,25.23,22,471.0,2.6231,130.0,8.36,4
Resistance,575,626,601,25.73,7,601.0,3.6231,130.0,1.93,5
Resistance,797,919,858,60.88,6,858.0,5.6,130.0,1.07,6
Support,128,129,129,0.65,12,129.0,0.0077,130.0,678.26,1
Support,124,126,125,1.1,5,125.0,0.0385,130.0,103.17,2
Support,111,111,111,0.0,2,111.0,0.1462,130.0,12.81,3
Support,120,120,120,0.0,1,120.0,0.0769,130.0,11.5,4
Support,117,117,117,0.0,1,117.0,0.1,130.0,9.09,5
Support,109,109,109,0.0,1,109.0,0.1615,130.0,5.83,6
