Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,1138,1242,1190,52.13,37,1190.0,0.0868,1095.0,382.4,1
Resistance,1346,1520,1433,87.33,21,1433.0,0.3087,1095.0,65.9,2
Resistance,1706,1815,1761,54.34,8,1761.0,0.6082,1095.0,12.94,3
Resistance,2069,2226,2148,78.7,9,2148.0,0.9616,1095.0,9.26,4
Resistance,1837,1950,1893,56.72,6,1893.0,0.7288,1095.0,8.12,5
Resistance,2407,2478,2442,35.94,4,2442.0,1.2301,1095.0,3.23,6
Resistance,2790,2790,2790,0.0,2,2790.0,1.5479,1095.0,1.28,7
Support,1065,1088,1076,11.57,8,1076.0,0.0174,1095.0,292.49,1
Support,1012,1048,1030,18.03,11,1030.0,0.0594,1095.0,158.59,2
Support,757,781,769,12.21,22,769.0,0.2977,1095.0,71.49,3
Support,916,977,946,30.39,9,946.0,0.1361,1095.0,61.61,4
Support,714,741,728,13.57,19,728.0,0.3352,1095.0,55.05,5
Support,787,835,811,23.79,13,811.0,0.2594,1095.0,48.26,6
Support,625,675,650,24.83,4,650.0,0.4064,1095.0,9.61,7
