Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,130,159,145,14.64,62,145.0,0.1154,130.0,494.48,1
Resistance,200,243,221,21.25,12,221.0,0.7,130.0,16.9,2
Resistance,392,424,408,15.69,31,408.0,2.1385,130.0,14.43,3
Resistance,299,338,318,19.28,14,318.0,1.4462,130.0,9.61,4
Resistance,445,496,471,25.23,22,471.0,2.6231,130.0,8.36,5
Resistance,575,626,601,25.73,7,601.0,3.6231,130.0,1.93,6
Resistance,797,919,858,60.88,6,858.0,5.6,130.0,1.07,7
Support,129,129,129,0.0,9,129.0,0.0077,130.0,508.7,1
Support,126,128,127,0.96,4,127.0,0.0231,130.0,120.93,2
Support,124,126,124,1.0,4,124.0,0.0462,130.0,71.23,3
Support,111,111,111,0.0,2,111.0,0.1462,130.0,12.81,4
Support,120,120,120,0.0,1,120.0,0.0769,130.0,11.5,5
Support,117,117,117,0.0,1,117.0,0.1,130.0,9.09,6
Support,109,109,109,0.0,1,109.0,0.1615,130.0,5.83,7
