Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,2773,2860,2816,43.52,38,2816.0,0.0353,2720.0,838.96,1
Resistance,2893,2959,2926,33.03,22,2926.0,0.0757,2720.0,256.6,2
Resistance,3030,3101,3066,35.39,9,3066.0,0.1272,2720.0,65.59,3
Resistance,3180,3275,3228,47.12,12,3228.0,0.1868,2720.0,60.99,4
Resistance,3363,3468,3415,52.79,11,3415.0,0.2555,2720.0,41.43,5
Resistance,3853,4077,3965,112.1,4,3965.0,0.4577,2720.0,8.55,6
Resistance,3620,3620,3620,0.0,1,3620.0,0.3309,2720.0,2.93,7
Support,2634,2703,2668,34.22,20,2668.0,0.0191,2720.0,686.87,1
Support,2465,2560,2513,47.21,26,2513.0,0.0761,2720.0,301.96,2
Support,2295,2364,2330,34.71,21,2330.0,0.1434,2720.0,136.91,3
Support,2177,2261,2219,41.67,9,2219.0,0.1842,2720.0,46.35,4
Support,2072,2128,2100,27.77,8,2100.0,0.2279,2720.0,33.62,5
Support,1932,2030,1981,49.05,4,1981.0,0.2717,2720.0,14.2,6
Support,1620,1620,1620,0.0,1,1620.0,0.4044,2720.0,2.41,7
