Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,1712,1767,1739,27.38,22
Resistance,1801,1896,1849,47.81,13
Resistance,2046,2136,2091,45.07,12
Resistance,2196,2290,2243,47.11,7
Resistance,2382,2466,2424,42.08,7
Resistance,2662,2789,2725,63.23,9
Resistance,2875,2993,2934,59.3,6
Resistance,3238,3238,3238,0.0,1
Resistance,3670,3918,3794,124.14,2
Support,177,202,190,12.68,10
Support,282,309,296,13.48,9
Support,449,522,485,36.58,5
Support,712,812,762,50.05,3
Support,882,917,900,17.24,2
Support,1127,1211,1169,41.78,9
Support,1279,1345,1312,33.01,19
Support,1438,1512,1475,37.15,28
Support,1596,1672,1634,37.63,31
