Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,2643,2674,2659,15.53,15
Resistance,2711,2753,2732,20.92,19
Resistance,2780,2849,2815,34.48,15
Resistance,2921,2992,2957,35.4,9
Resistance,3131,3196,3163,32.14,4
Resistance,3248,3321,3285,36.63,5
Resistance,3438,3438,3438,0.0,1
Resistance,3701,3876,3788,87.1,2
Resistance,4393,4393,4393,0.0,1
Support,1457,1532,1495,37.7,11
Support,1696,1744,1720,23.99,6
Support,1806,1806,1806,0.0,1
Support,1963,2058,2010,47.83,16
Support,2162,2224,2193,31.33,10
Support,2247,2309,2278,31.23,8
Support,2373,2429,2401,28.25,25
Support,2483,2523,2503,19.96,23
Support,2558,2601,2580,21.7,16
