Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,401,3,19,48,0.9533,0.9926,0.9548,0.9733
AKRA,300,40,49,82,0.811,0.8824,0.8596,0.8708
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,464,5,2,0,0.9851,0.9893,0.9957,0.9925
BULL,411,11,15,34,0.9448,0.9739,0.9648,0.9693
BUMI,404,18,17,32,0.9257,0.9573,0.9596,0.9585
DEWA,161,16,90,204,0.7749,0.9096,0.6414,0.7523
DOID,211,19,80,161,0.7898,0.9174,0.7251,0.81
ELSA,318,15,58,80,0.845,0.955,0.8457,0.897
ENRG,295,9,54,113,0.8662,0.9704,0.8453,0.9035
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,375,0,31,65,0.9342,1.0,0.9236,0.9603
INDY,392,6,21,52,0.9427,0.9849,0.9492,0.9667
ITMA,41,15,134,281,0.6837,0.7321,0.2343,0.355
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,392,17,28,34,0.9045,0.9584,0.9333,0.9457
MBSS,133,34,123,181,0.6667,0.7964,0.5195,0.6288
MEDC,354,22,28,67,0.8938,0.9415,0.9267,0.934
PGAS,203,35,78,155,0.7601,0.8529,0.7224,0.7823
PTBA,417,16,17,21,0.9299,0.963,0.9608,0.9619
RUIS,370,19,33,49,0.8896,0.9512,0.9181,0.9343
SOCI,406,18,19,28,0.9214,0.9575,0.9553,0.9564
TCPI,340,14,43,74,0.879,0.9605,0.8877,0.9227
TEBE,232,17,111,111,0.7282,0.9317,0.6764,0.7838
TPMA,456,11,3,1,0.9703,0.9764,0.9935,0.9849
WINS,321,27,48,75,0.8408,0.9224,0.8699,0.8954
