Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,471,0,0,0,1.0,1.0,1.0,1.0
AKRA,448,23,0,0,0.9512,0.9512,1.0,0.975
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,440,6,8,17,0.9703,0.9865,0.9821,0.9843
BUMI,450,6,4,11,0.9788,0.9868,0.9912,0.989
DEWA,189,3,84,195,0.8153,0.9844,0.6923,0.8129
DOID,342,9,43,77,0.8896,0.9744,0.8883,0.9293
ELSA,446,25,0,0,0.9469,0.9469,1.0,0.9727
ENRG,355,6,38,72,0.9066,0.9834,0.9033,0.9416
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,471,0,0,0,1.0,1.0,1.0,1.0
ITMA,394,6,17,54,0.9512,0.985,0.9586,0.9716
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,445,12,5,9,0.9639,0.9737,0.9889,0.9813
MBSS,445,21,1,4,0.9533,0.9549,0.9978,0.9759
MEDC,464,7,0,0,0.9851,0.9851,1.0,0.9925
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,471,0,0,0,1.0,1.0,1.0,1.0
SOCI,457,3,4,7,0.9851,0.9935,0.9913,0.9924
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,387,3,31,50,0.9278,0.9923,0.9258,0.9579
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,471,0,0,0,1.0,1.0,1.0,1.0
