Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,451,18,1,1,0.9597,0.9616,0.9978,0.9794
AKRA,453,18,0,0,0.9618,0.9618,1.0,0.9805
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,440,6,8,17,0.9703,0.9865,0.9821,0.9843
BUMI,439,3,10,19,0.9724,0.9932,0.9777,0.9854
DEWA,185,3,84,199,0.8153,0.984,0.6877,0.8096
DOID,260,9,71,131,0.8301,0.9665,0.7855,0.8667
ELSA,451,20,0,0,0.9575,0.9575,1.0,0.9783
ENRG,338,4,41,88,0.9045,0.9883,0.8918,0.9376
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,449,11,4,7,0.9682,0.9761,0.9912,0.9836
ITMA,295,56,39,81,0.7983,0.8405,0.8832,0.8613
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,433,22,4,12,0.9448,0.9516,0.9908,0.9709
MEDC,447,24,0,0,0.949,0.949,1.0,0.9739
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,463,6,1,1,0.9851,0.9872,0.9978,0.9925
SOCI,457,3,4,7,0.9851,0.9935,0.9913,0.9924
TCPI,467,3,1,0,0.9915,0.9936,0.9979,0.9957
TEBE,372,3,35,61,0.9193,0.992,0.914,0.9514
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,471,0,0,0,1.0,1.0,1.0,1.0
