Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,468,3,0,0,0.9936,0.9936,1.0,0.9968
AKRA,448,23,0,0,0.9512,0.9512,1.0,0.975
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,446,10,6,9,0.966,0.9781,0.9867,0.9824
BUMI,441,3,10,17,0.9724,0.9932,0.9778,0.9855
DEWA,206,10,76,179,0.8174,0.9537,0.7305,0.8273
DOID,357,3,41,70,0.9066,0.9917,0.897,0.942
ELSA,433,38,0,0,0.9193,0.9193,1.0,0.958
ENRG,346,9,40,76,0.896,0.9746,0.8964,0.9339
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,471,0,0,0,1.0,1.0,1.0,1.0
ITMA,392,6,17,56,0.9512,0.9849,0.9584,0.9715
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,440,22,3,6,0.9469,0.9524,0.9932,0.9724
MEDC,464,7,0,0,0.9851,0.9851,1.0,0.9925
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,471,0,0,0,1.0,1.0,1.0,1.0
SOCI,457,3,4,7,0.9851,0.9935,0.9913,0.9924
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,374,15,31,51,0.9023,0.9614,0.9235,0.9421
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,471,0,0,0,1.0,1.0,1.0,1.0
