Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,409,3,18,41,0.9554,0.9927,0.9578,0.975
AKRA,313,40,45,73,0.8195,0.8867,0.8743,0.8805
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,440,6,8,17,0.9703,0.9865,0.9821,0.9843
BUMI,441,3,10,17,0.9724,0.9932,0.9778,0.9855
DEWA,187,3,84,197,0.8153,0.9842,0.69,0.8113
DOID,250,19,74,128,0.8025,0.9294,0.7716,0.8432
ELSA,458,13,0,0,0.9724,0.9724,1.0,0.986
ENRG,336,4,42,89,0.9023,0.9882,0.8889,0.9359
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,432,7,10,22,0.9639,0.9841,0.9774,0.9807
ITMA,109,51,95,216,0.69,0.6813,0.5343,0.5989
ITMG,450,21,0,0,0.9554,0.9554,1.0,0.9772
KKGI,401,12,25,33,0.9214,0.9709,0.9413,0.9559
MBSS,425,8,10,28,0.9618,0.9815,0.977,0.9793
MEDC,450,21,0,0,0.9554,0.9554,1.0,0.9772
PGAS,393,29,22,27,0.8917,0.9313,0.947,0.9391
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,467,3,1,0,0.9915,0.9936,0.9979,0.9957
SOCI,445,13,6,7,0.9597,0.9716,0.9867,0.9791
TCPI,448,9,6,8,0.9682,0.9803,0.9868,0.9835
TEBE,360,3,41,67,0.9066,0.9917,0.8978,0.9424
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,460,11,0,0,0.9766,0.9766,1.0,0.9882
