Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,468,3,0,0,0.9936,0.9936,1.0,0.9968
AKRA,450,19,1,1,0.9575,0.9595,0.9978,0.9783
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,440,6,8,17,0.9703,0.9865,0.9821,0.9843
BUMI,441,3,10,17,0.9724,0.9932,0.9778,0.9855
DEWA,187,3,84,197,0.8153,0.9842,0.69,0.8113
DOID,295,19,55,102,0.8429,0.9395,0.8429,0.8886
ELSA,458,13,0,0,0.9724,0.9724,1.0,0.986
ENRG,336,4,42,89,0.9023,0.9882,0.8889,0.9359
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,432,7,10,22,0.9639,0.9841,0.9774,0.9807
ITMA,109,51,95,216,0.69,0.6813,0.5343,0.5989
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,425,8,10,28,0.9618,0.9815,0.977,0.9793
MEDC,450,21,0,0,0.9554,0.9554,1.0,0.9772
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,467,3,1,0,0.9915,0.9936,0.9979,0.9957
SOCI,454,6,4,7,0.9788,0.987,0.9913,0.9891
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,361,3,41,66,0.9066,0.9918,0.898,0.9426
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,460,11,0,0,0.9766,0.9766,1.0,0.9882
