Emiten,Pantulan_Tepat,Zona_Jebol,Pantulan_Terlewat,Abaikan_Valid,Accuracy,Precision,Recall,F1_Score
ADRO,468,3,0,0,0.9936,0.9936,1.0,0.9968
AKRA,453,16,1,1,0.9639,0.9659,0.9978,0.9816
APEX,471,0,0,0,1.0,1.0,1.0,1.0
ARII,471,0,0,0,1.0,1.0,1.0,1.0
BULL,445,9,6,11,0.9682,0.9802,0.9867,0.9834
BUMI,441,3,10,17,0.9724,0.9932,0.9778,0.9855
DEWA,187,3,84,197,0.8153,0.9842,0.69,0.8113
DOID,295,19,55,102,0.8429,0.9395,0.8429,0.8886
ELSA,433,38,0,0,0.9193,0.9193,1.0,0.958
ENRG,336,4,42,89,0.9023,0.9882,0.8889,0.9359
FIRE,471,0,0,0,1.0,1.0,1.0,1.0
HRUM,471,0,0,0,1.0,1.0,1.0,1.0
INDY,434,8,9,20,0.9639,0.9819,0.9797,0.9808
ITMA,340,32,30,69,0.8684,0.914,0.9189,0.9164
ITMG,471,0,0,0,1.0,1.0,1.0,1.0
KKGI,471,0,0,0,1.0,1.0,1.0,1.0
MBSS,425,8,10,28,0.9618,0.9815,0.977,0.9793
MEDC,450,21,0,0,0.9554,0.9554,1.0,0.9772
PGAS,471,0,0,0,1.0,1.0,1.0,1.0
PTBA,471,0,0,0,1.0,1.0,1.0,1.0
RUIS,467,3,1,0,0.9915,0.9936,0.9979,0.9957
SOCI,457,3,4,7,0.9851,0.9935,0.9913,0.9924
TCPI,471,0,0,0,1.0,1.0,1.0,1.0
TEBE,362,14,37,58,0.8917,0.9628,0.9073,0.9342
TPMA,471,0,0,0,1.0,1.0,1.0,1.0
WINS,460,11,0,0,0.9766,0.9766,1.0,0.9882
