Type,Min,Max,Centroid_Price,Std_Internal,Strength,Zone_Boundary,Norm_Distance,Current_Price,Score,Ranking
Resistance,1143,1177,1160,16.58,11,1160.0,0.0265,1130.0,300.97,1
Resistance,1217,1238,1228,10.41,4,1228.0,0.0867,1130.0,41.35,2
Resistance,1285,1349,1317,32.15,3,1317.0,0.1655,1130.0,17.1,3
Resistance,1406,1434,1420,14.14,2,1420.0,0.2566,1130.0,7.5,4
Resistance,1561,1602,1582,20.21,3,1582.0,0.4,1130.0,7.32,5
Resistance,1652,1708,1680,27.84,3,1680.0,0.4867,1130.0,6.04,6
Resistance,1515,1515,1515,0.0,1,1515.0,0.3407,1130.0,2.85,7
Support,1052,1097,1074,22.57,16,1074.0,0.0496,1130.0,268.65,1
Support,970,1020,995,24.86,15,995.0,0.1195,1130.0,115.86,2
Support,544,596,570,26.1,43,570.0,0.4956,1130.0,85.05,3
Support,862,905,884,21.92,17,884.0,0.2177,1130.0,74.66,4
Support,640,698,669,29.38,22,669.0,0.408,1130.0,52.64,5
Support,333,401,367,34.36,33,367.0,0.6752,1130.0,48.16,6
Support,454,503,478,24.5,23,478.0,0.577,1130.0,39.18,7
