Type,Min,Max,Centroid_Price,Std_Internal,Strength
Resistance,1795,2107,1951,156.33,30
Resistance,2273,2597,2435,161.97,4
Resistance,2876,3029,2953,76.53,7
Support,0,0,0,0.0,0
